algorithm,parameters,dataset,count,qps,distcomps,build,indexsize,queriessize,mean_ssd_ios,mean_latency,recall/ap
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",deep-10M,10,57996.05920866144,562.0205,1000000.0,1881276.0,32.43799709272385,0,0,0.62228
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",deep-10M,10,84824.75069114825,282.5936,1000000.0,1881276.0,22.178385255146026,0,0,0.5303
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",deep-10M,10,29198.11931516786,1104.2937,1000000.0,1881276.0,64.43141010875702,0,0,0.70157
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",deep-10M,10,18241.767226869557,1096.0283,1000000.0,1881276.0,103.13013956394197,0,0,0.70744
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",deep-10M,10,302444.7649264494,18.4492,1000000.0,1881276.0,6.220229999542236,0,0,0.11068
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",deep-10M,10,195148.351316016,145.3142,1000000.0,1881276.0,9.640235171413421,0,0,0.38486
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",deep-10M,10,368555.0595761133,405.4193,1000000.0,2544032.0,6.902718966674805,0,0,0.2777
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",deep-10M,10,9293.867909895456,4256.6363,1000000.0,1881276.0,202.4212113018036,0,0,0.77905
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",deep-10M,10,38072.09755335971,1115.7251,1000000.0,1881276.0,49.413510704612726,0,0,0.65888
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",deep-10M,10,171455.71457186187,145.8199,1000000.0,1881276.0,10.9723726893425,0,0,0.36819
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",deep-10M,10,111742.62163184621,142.0562,1000000.0,1881276.0,16.835796158409117,0,0,0.42435999999999996
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=8)",deep-10M,10,355618.2595129892,404.347,1000000.0,2544032.0,7.153828387451172,0,0,0.32144
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=16)",deep-10M,10,305391.21317586757,402.3868,1000000.0,2544032.0,8.330403398132324,0,0,0.3288
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",deep-10M,10,290257.22649356764,73.6741,1000000.0,1881276.0,6.481409688663482,0,0,0.2371
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",deep-10M,10,62074.84256717257,281.0308,1000000.0,1881276.0,30.306577064037324,0,0,0.53523
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",deep-10M,10,323061.2339212817,807.3476,1000000.0,2544032.0,7.874767173767089,0,0,0.36063
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",deep-10M,10,24290.58561897702,1098.6636,1000000.0,1881276.0,77.44877087402344,0,0,0.70573
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",deep-10M,10,72166.77334324393,568.0577,1000000.0,1881276.0,26.068451073074343,0,0,0.56403
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",deep-10M,10,33661.340417164916,1111.5461,1000000.0,1881276.0,55.88832698535919,0,0,0.68957
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",deep-10M,10,102740.37766722271,143.5038,1000000.0,1881276.0,18.310970260334013,0,0,0.41607000000000005
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",deep-10M,10,18795.5750697501,2185.4085,1000000.0,1881276.0,100.09143072338105,0,0,0.72622
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",deep-10M,10,300242.9543941531,36.8634,1000000.0,1881276.0,6.265845617580413,0,0,0.16960999999999998
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",deep-10M,10,18082.754725685005,2178.6981,1000000.0,1881276.0,104.03702469778062,0,0,0.74588
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",deep-10M,10,44743.44258447726,558.0539,1000000.0,1881276.0,42.04584831504822,0,0,0.63012
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",deep-10M,10,405458.3067494152,203.8175,1000000.0,2544032.0,6.274460179138183,0,0,0.19289
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",deep-10M,10,15666.013154164582,2166.1587,1000000.0,1881276.0,120.08645604257583,0,0,0.75315
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",deep-10M,10,33011.4075503596,555.712,1000000.0,1881276.0,56.98866360454559,0,0,0.63285
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",deep-10M,10,9624.596795567408,2155.4938,1000000.0,1881276.0,195.4654350680351,0,0,0.7563
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",deep-10M,10,12585.012438576,2158.5973,1000000.0,1881276.0,149.48543032293318,0,0,0.75569
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",deep-10M,10,110348.54352584611,285.3644,1000000.0,1881276.0,17.04848963012695,0,0,0.51524
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",deep-10M,10,6730.510414605657,4226.1158,1000000.0,1881276.0,279.514610945034,0,0,0.78413
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",deep-10M,10,245494.84638661757,72.787,1000000.0,1881276.0,7.6631995648384095,0,0,0.29201
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=112)",ssnpp-10M,60000,214364.22411039416,235.36054,1000000.0,3232764.0,15.080706743001938,0,0,0.13330516778245655
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=92)",ssnpp-10M,60000,171683.663236244,235.36054,1000000.0,3232764.0,18.82977063199997,0,0,0.07978469896171268
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=98)",ssnpp-10M,60000,167345.56269158662,235.36054,1000000.0,3232764.0,19.31789494746208,0,0,0.09733761039278191
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=104)",ssnpp-10M,60000,170360.9652275986,235.36054,1000000.0,3232764.0,18.975966681575777,0,0,0.11420186479026313
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=112)",ssnpp-10M,60000,715523.2033463723,235.83898,1000000.0,2544204.0,3.555725360269547,0,0,0.19083687498505592
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=92)",ssnpp-10M,60000,666638.6933938573,235.83898,1000000.0,2544204.0,3.816466138572693,0,0,0.12060914025752628
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=98)",ssnpp-10M,60000,716291.8105465214,235.83898,1000000.0,2544204.0,3.551909937458038,0,0,0.14324948095253745
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=104)",ssnpp-10M,60000,718358.9581981013,235.83898,1000000.0,2544204.0,3.5416889717388154,0,0,0.16622759362131606
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",text2image-10M,10,18316.79060683138,40129.2895,1000000.0,929600.0,50.75124894714356,0,0,0.18275999999999998
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",text2image-10M,10,26506.533475407494,20019.7267,1000000.0,929600.0,35.07059875869751,0,0,0.18148599999999998
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",text2image-10M,10,86781.42060447962,4961.9079,1000000.0,929600.0,10.71197029876709,0,0,0.17405299999999999
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",text2image-10M,10,45840.961099648666,20221.76916,1000000.0,929600.0,20.278806938171385,0,0,0.174892
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",text2image-10M,10,155909.91037874366,1226.89467,1000000.0,929600.0,5.962417640686035,0,0,0.150333
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",text2image-10M,10,44453.464972752765,20203.44789,1000000.0,929600.0,20.911755710601806,0,0,0.178736
buddy-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",text2image-10M,10,187981.02219485326,302.6218,1000000.0,929600.0,4.945180046081543,0,0,0.073822
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",text2image-10M,10,35663.324188006074,20041.20483,1000000.0,929600.0,26.065994159698484,0,0,0.18115799999999999
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",text2image-10M,10,50706.79103800062,9971.50009,1000000.0,929600.0,18.332850116729734,0,0,0.178809
buddy-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",text2image-10M,10,179243.60748409617,614.20059,1000000.0,929600.0,5.186237953186035,0,0,0.113707
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",text2image-10M,10,100217.62421640469,4978.36957,1000000.0,929600.0,9.275813583374022,0,0,0.172389
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",text2image-10M,10,178361.10189744766,1251.86116,1000000.0,929600.0,5.211898727416992,0,0,0.12287200000000001
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",text2image-10M,10,116298.81582891283,5073.05386,1000000.0,929600.0,7.993202625274658,0,0,0.153592
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",text2image-10M,10,128304.19778827426,2466.54507,1000000.0,929600.0,7.245281261444092,0,0,0.165192
buddy-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",text2image-10M,10,185151.68182705066,615.00018,1000000.0,929600.0,5.020748344421387,0,0,0.088118
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",text2image-10M,10,63945.28119858373,9991.66388,1000000.0,929600.0,14.537429229736327,0,0,0.178105
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",text2image-10M,10,77595.23273460081,10137.52998,1000000.0,929600.0,11.980117427825927,0,0,0.166603
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",text2image-10M,10,164597.79280704053,1235.77504,1000000.0,929600.0,5.647706352233887,0,0,0.143243
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",text2image-10M,10,176416.79463738546,1245.41554,1000000.0,929600.0,5.269339588165283,0,0,0.127342
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",text2image-10M,10,153918.4526188277,2499.9496,1000000.0,929600.0,6.039561756134034,0,0,0.15364899999999998
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",text2image-10M,10,72177.70190739071,10038.21633,1000000.0,929600.0,12.87932388305664,0,0,0.176345
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",text2image-10M,10,190599.1532267043,149.13227,1000000.0,929600.0,4.877251468658447,0,0,0.056057
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",text2image-10M,10,142436.27847839906,2479.56619,1000000.0,929600.0,6.526427185058594,0,0,0.16178900000000002
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",text2image-10M,10,25134.299054068444,40258.074,1000000.0,929600.0,36.98531628036499,0,0,0.1797
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",text2image-10M,10,110938.93986667132,5010.36601,1000000.0,929600.0,8.379384201049804,0,0,0.168578
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",text2image-10M,10,23816.28741097789,40353.53214,1000000.0,929600.0,39.032112098693844,0,0,0.181616
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",text2image-10M,10,75496.14779756762,10101.37419,1000000.0,929600.0,12.313211032867432,0,0,0.173259
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",text2image-10M,10,41700.95760093505,20106.91927,1000000.0,929600.0,22.29205403137207,0,0,0.18038099999999999
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",text2image-10M,10,57793.16122489473,2913.91242,1000000.0,1933700.0,33.458976097106934,0,0,0.19376100000000002
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",text2image-10M,10,149108.1179468511,364.58931,1000000.0,1933700.0,12.968442138671875,0,0,0.176341
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",text2image-10M,10,161820.03089558618,179.6249,1000000.0,1933700.0,11.949694912910461,0,0,0.16697599999999999
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",text2image-10M,10,89777.70604833988,724.6467,1000000.0,1933700.0,21.538754832506182,0,0,0.188772
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",text2image-10M,10,29711.116110616513,707.30665,1000000.0,1933700.0,65.08338471031189,0,0,0.194369
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",text2image-10M,10,372798.8551976073,10.89086,1000000.0,1933700.0,5.186979447603226,0,0,0.036489
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",text2image-10M,10,297554.4696621434,91.58777,1000000.0,1933700.0,6.4986420879364015,0,0,0.11668700000000001
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",text2image-10M,10,41368.3957514561,2890.68645,1000000.0,1933700.0,46.74341281247139,0,0,0.19732
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",text2image-10M,10,167631.1486777323,743.08084,1000000.0,1933700.0,11.535445621252059,0,0,0.173796
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",text2image-10M,10,312969.69100027386,92.1942,1000000.0,1933700.0,6.1785535647869105,0,0,0.112013
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",text2image-10M,10,165167.2088489184,88.24812,1000000.0,1933700.0,11.707529681444168,0,0,0.150815
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",text2image-10M,10,362853.5489418836,45.37985,1000000.0,1933700.0,5.329147270679474,0,0,0.07171999999999999
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",text2image-10M,10,99928.40650998056,176.64767,1000000.0,1933700.0,19.35085395169258,0,0,0.173349
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",text2image-10M,10,55394.67230099975,713.94574,1000000.0,1933700.0,34.907689127445224,0,0,0.192421
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",text2image-10M,10,231675.74375006906,373.74571,1000000.0,1933700.0,8.34657944202423,0,0,0.155068
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",text2image-10M,10,126454.74219151832,735.27283,1000000.0,1933700.0,15.291636885166168,0,0,0.18409599999999998
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",text2image-10M,10,230819.61439298675,89.98553,1000000.0,1933700.0,8.377537606954576,0,0,0.139127
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",text2image-10M,10,103592.88624823838,1472.24037,1000000.0,1933700.0,18.666339649677276,0,0,0.186196
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",text2image-10M,10,368010.82368259656,22.16584,1000000.0,1933700.0,5.25446501994133,0,0,0.055172
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",text2image-10M,10,74559.51921306123,1459.05911,1000000.0,1933700.0,25.934984833717348,0,0,0.192662
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",text2image-10M,10,95404.88408487098,358.30255,1000000.0,1933700.0,20.268354377746583,0,0,0.18356699999999998
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",text2image-10M,10,50413.63468581685,1438.78273,1000000.0,1933700.0,38.35668687748909,0,0,0.195581
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",text2image-10M,10,56962.42517942407,353.73296,1000000.0,1933700.0,33.946939476490016,0,0,0.186944
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",text2image-10M,10,16856.330174293234,1412.13409,1000000.0,1933700.0,114.71654743385315,0,0,0.198634
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",text2image-10M,10,27905.35275557694,1421.89163,1000000.0,1933700.0,69.29494914245606,0,0,0.197574
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",text2image-10M,10,225147.84656915977,183.18525,1000000.0,1933700.0,8.588578702688217,0,0,0.153131
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",text2image-10M,10,15788.103919901318,2828.68022,1000000.0,1933700.0,122.47829187154771,0,0,0.200231
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",text2image-10M,10,301443.79242564173,44.81131,1000000.0,1933700.0,6.4147945606708525,0,0,0.09938
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",msturing-10M,10,8924.763335899424,36733.55275,1000000.0,2993440.0,335.4083337940216,0,0,0.7035319999999999
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",msturing-10M,10,15065.283912247525,18652.97746,1000000.0,2993440.0,198.6978816619873,0,0,0.676334
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",msturing-10M,10,48516.053092194175,5030.32004,1000000.0,2993440.0,61.69999019317627,0,0,0.595209
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",msturing-10M,10,21859.352920409474,18452.82032,1000000.0,2993440.0,136.94092459640504,0,0,0.5937439999999999
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",msturing-10M,10,157355.18388475562,1411.91531,1000000.0,2993440.0,19.023459704971312,0,0,0.45157600000000003
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",msturing-10M,10,21425.243451841827,18563.92435,1000000.0,2993440.0,139.71556527366639,0,0,0.639624
buddy-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",msturing-10M,10,247979.2691586166,347.02104,1000000.0,2993440.0,12.071331648635864,0,0,0.14476899999999998
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",msturing-10M,10,18564.047940281387,18654.98043,1000000.0,2993440.0,161.24931424598694,0,0,0.673501
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",msturing-10M,10,29791.659593376873,9611.59456,1000000.0,2993440.0,100.47912875137328,0,0,0.640892
buddy-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",msturing-10M,10,237642.198206651,706.70887,1000000.0,2993440.0,12.596416051483155,0,0,0.26826300000000003
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",msturing-10M,10,55551.774965130346,5007.17831,1000000.0,2993440.0,53.885586948013305,0,0,0.575851
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",msturing-10M,10,186329.04194542917,1316.51539,1000000.0,2993440.0,16.06534316253662,0,0,0.279897
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",msturing-10M,10,64992.7318475549,4830.58155,1000000.0,2993440.0,46.05807318611145,0,0,0.415376
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",msturing-10M,10,90679.22333707352,2665.64502,1000000.0,2993440.0,33.01131052780151,0,0,0.534554
buddy-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",msturing-10M,10,250576.9004438247,658.76012,1000000.0,2993440.0,11.946192943954468,0,0,0.168269
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",msturing-10M,10,34781.12037840178,9600.17367,1000000.0,2993440.0,86.06508264923096,0,0,0.6325000000000001
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",msturing-10M,10,35302.483914504155,9400.14914,1000000.0,2993440.0,84.7940333957672,0,0,0.509703
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",msturing-10M,10,172227.61962874787,1379.24938,1000000.0,2993440.0,17.38071980819702,0,0,0.39205199999999996
buddy-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",msturing-10M,10,185028.1845348118,1325.91907,1000000.0,2993440.0,16.178292012786866,0,0,0.299174
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",msturing-10M,10,111836.05819533042,2578.74397,1000000.0,2993440.0,26.766322492980958,0,0,0.427259
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",msturing-10M,10,36405.00505631821,9560.12814,1000000.0,2993440.0,82.22605642738343,0,0,0.610017
buddy-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",msturing-10M,10,277367.8547739986,180.63466,1000000.0,2993440.0,10.792310458755493,0,0,0.11338999999999999
buddy-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",msturing-10M,10,102916.26476860364,2632.58455,1000000.0,2993440.0,29.086170264053344,0,0,0.496147
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",msturing-10M,10,11380.966325417994,36565.05804,1000000.0,2993440.0,263.02160242004396,0,0,0.660172
buddy-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",msturing-10M,10,59844.80572893295,4956.34912,1000000.0,2993440.0,50.020047079086304,0,0,0.53197
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",msturing-10M,10,11121.036416076491,36684.69059,1000000.0,2993440.0,269.16915726242064,0,0,0.68798
buddy-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",msturing-10M,10,35464.00706455402,9492.40512,1000000.0,2993440.0,84.40783339996338,0,0,0.571446
buddy-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",msturing-10M,10,20473.213249767934,18633.68334,1000000.0,2993440.0,146.2125150302887,0,0,0.663397
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",msturing-10M,10,9858.572642789042,3363.34865,1000000.0,1884612.0,191.1647931486797,0,0,0.655607
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",msturing-10M,10,57738.98200089479,473.199,1000000.0,1884612.0,32.64020138025284,0,0,0.520956
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",msturing-10M,10,84168.56654303172,250.51133,1000000.0,1884612.0,22.390924277372363,0,0,0.48312299999999997
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",msturing-10M,10,29963.145287861804,903.15966,1000000.0,1884612.0,62.89766918306351,0,0,0.606534
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",msturing-10M,10,15913.734838039782,898.83639,1000000.0,1884612.0,118.42675645789146,0,0,0.652524
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",msturing-10M,10,325778.016315682,17.092,1000000.0,1884612.0,5.784957565011978,0,0,0.083822
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",msturing-10M,10,190140.43260386473,128.59345,1000000.0,1884612.0,9.91168461221695,0,0,0.273525
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",msturing-10M,10,8934.084040206939,3378.46698,1000000.0,1884612.0,210.94630311495783,0,0,0.6922889999999999
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",msturing-10M,10,37562.18154723657,893.4705,1000000.0,1884612.0,50.17312420020104,0,0,0.505356
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",msturing-10M,10,201683.07086140895,128.35965,1000000.0,1884612.0,9.344423366575242,0,0,0.260676
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",msturing-10M,10,105947.05355167184,133.17958,1000000.0,1884612.0,17.788243625679016,0,0,0.43242
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",msturing-10M,10,303321.61548636056,64.34166,1000000.0,1884612.0,6.213246612768173,0,0,0.14030800000000002
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",msturing-10M,10,59431.81409194232,251.60193,1000000.0,1884612.0,31.71049090112686,0,0,0.52644
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",msturing-10M,10,23181.48387994984,901.82468,1000000.0,1884612.0,81.29816062508583,0,0,0.6384890000000001
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",msturing-10M,10,70549.4298845169,466.26211,1000000.0,1884612.0,26.713355488271716,0,0,0.41355899999999995
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",msturing-10M,10,33868.48497802544,901.28581,1000000.0,1884612.0,55.645004529218674,0,0,0.568245
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",msturing-10M,10,146544.33395990412,131.70698,1000000.0,1884612.0,12.860353922080995,0,0,0.369778
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",msturing-10M,10,19350.638889270787,1726.09268,1000000.0,1884612.0,97.39275332376481,0,0,0.5879559999999999
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",msturing-10M,10,319775.0605729307,33.28735,1000000.0,1884612.0,5.893555290470124,0,0,0.114828
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",msturing-10M,10,17496.74587868659,1737.1891,1000000.0,1884612.0,107.71214333607675,0,0,0.6381859999999999
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",msturing-10M,10,45097.18685558517,474.42833,1000000.0,1884612.0,41.790012446565626,0,0,0.5719190000000001
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",msturing-10M,10,14925.129249225758,1736.80244,1000000.0,1884612.0,126.27106730735778,0,0,0.668797
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",msturing-10M,10,31507.528994929336,474.22864,1000000.0,1884612.0,59.81465573842049,0,0,0.599205
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",msturing-10M,10,7767.0452342224025,1721.63796,1000000.0,1884612.0,242.64207857271194,0,0,0.692943
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",msturing-10M,10,11448.067371114857,1729.54647,1000000.0,1884612.0,164.62272092800143,0,0,0.685816
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",msturing-10M,10,106856.21187281619,248.41466,1000000.0,1884612.0,17.636896975564955,0,0,0.408594
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",msturing-10M,10,5727.0475336026275,3350.59419,1000000.0,1884612.0,329.0721770584774,0,0,0.720021
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",msturing-10M,10,240344.59501662062,67.67217,1000000.0,1884612.0,7.841291375284195,0,0,0.23791299999999999
buddy-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",msspacev-10M,10,9381.08349828656,42465.89237958794,1000000.0,2937140.0,313.0917660562838,0,0,0.7692318188020193
